0.21977455530659146,-0.08882281615606905,-4.225349999999992,594
1.9778045806229755e-14,-323.0,285.66214886278374,151.0788025197938
5.584770059930752,-319.9512624500452,280.35417575781,154.58734620452665
11.063140454692842,-316.80689216505334,275.0114860886556,157.95710491554064
16.48582621652735,-314.56830344769077,270.49531702320195,161.70156980245676
21.833776281911266,-312.237547731325,265.9326750497979,165.3368538812796
27.01828025177409,-308.8203564084411,260.48642007043003,168.31923290655888
32.19476668643733,-306.31274377342817,255.84773255868592,171.72021969040858
34.36715484025166,-279.8980147628528,231.48773960516493,161.27761837189732
38.96846826881839,-277.27505924763966,227.0163084151087,164.11633005420802
43.1759123511038,-272.601982004258,220.91747375775273,165.64749054560122
47.405952503072065,-268.8525165723328,215.62428044468373,167.63088038699564
51.51842875166719,-265.03933953086926,210.3298049737216,169.48055861095398
58.63109681060823,-275.8376234069332,216.54368314015153,180.81990161297605
65.91065892275255,-285.4904289820739,221.66716804454234,191.77063594682386
74.02810005349845,-296.9104922404549,227.96028157913858,204.2889192707159
82.82209443280678,-309.0962644125018,234.61343481140275,217.76344830294371
92.33851419869487,-322.0226681393368,241.5829976390666,232.22302479954155
103.20721176712621,-337.57557885495146,250.24078265498886,249.10687439553058
114.95432190748062,-353.7930240617971,259.0747248239245,267.0780065647222
127.94828470166276,-371.5888002105314,268.71993255531413,286.8896871004768
142.62239976680408,-391.85182286772374,279.7591714705194,309.34085509512494
159.11536959811357,-414.5097093647575,292.06356105060036,334.52020916608046
177.93813187255847,-440.4123309192239,306.1450270629963,363.2770257140907
200.835800043487,-473.13949467455416,324.3503930182325,398.82889072241454
225.33210026399362,-506.10418353400075,342.01748751512787,435.9046672905605
255.26143009138283,-547.4099033701365,364.5130200990387,481.6854305963878
291.0784414679478,-596.7992467426467,391.3967318058827,536.4524972293563
388.6158677770526,-762.7015847052427,492.35975389466665,700.2926737525743
398.1118852424359,-748.7395587443697,475.57695435657115,702.1501333884883
409.66412910815535,-739.0536525327891,461.6107211094019,707.8259986404341
421.50000000000057,-730.0594153902814,448.1229907640608,714.076220370539
433.66205907426627,-721.7348671911782,435.07441988962955,720.9281238856258
445.662101220126,-713.2084488675539,421.92327758079057,727.5423719082288
457.4967894126233,-704.4832770741558,408.6738798606687,733.9174740636432
469.72203891542796,-696.3915609462346,395.8014941013673,740.9341884061553
481.8042065348793,-688.0877172027526,382.8086103182054,747.7251799609982
492.5640414210931,-677.9562412862055,368.81947338441574,752.4922439288757
505.5246194477212,-670.8538284397255,356.47721521265794,760.6217896878853
517.1556392735536,-661.9290330296459,343.1467246882982,766.7234794276751
529.258448872914,-653.579753585312,330.10402767475125,773.511448347076
266.1140704102276,-317.1423994512566,155.94128353530402,383.5083769142285
